Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,learning_rate,max_depth,min_samples_split,n_estimators,mse,r2,test_mse,test_r2,Model,Data,Original Run ID,Train Data
2025-03-20 21:28:40,2.0s,0177a0a7864340d7832a0a0c512ca41e,big-asp-322,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,0.01,7,,100,0.0013987252311285000,0.7397822256422620,,,gradient-boosting,,,all-features
2025-03-20 21:31:12,1.7s,b5ee10bb856841db90fa7561405af85d,clean-foal-505,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,0.01,5,,100,0.0015673863063080600,0.7084046479541870,,,gradient-boosting,,,all-features
2025-03-20 21:28:38,1.9s,ac31a36a7a5b46e8920c2fd3534b85a6,able-sponge-965,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,0.01,5,,100,0.0015673863063080600,0.7084046479541870,,,gradient-boosting,,,all-features
2025-03-20 21:31:10,1.6s,ab28dc137ccd4e329ca3faacc69da9df,orderly-boar-835,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,0.01,3,,100,0.002094552634859890,0.6103310265743670,,,gradient-boosting,,,all-features
2025-03-20 21:28:36,1.6s,573469e9c7484f688ce2c22d7e951fe9,enthused-donkey-536,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,0.01,3,,100,0.002094552634859890,0.6103310265743670,,,gradient-boosting,,,all-features
2025-03-20 21:31:09,1.5s,8e276db18d9b4d758339214d3e25f194,gregarious-lark-741,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,0.01,7,,50,0.002629647430208510,0.5107823992834400,,,gradient-boosting,,,all-features
2025-03-20 21:28:35,1.6s,dae034d918d944d3971bc14d5e7fcfd2,respected-dog-698,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,0.01,7,,50,0.002629647430208510,0.5107823992834400,,,gradient-boosting,,,all-features
2025-03-20 21:31:07,1.5s,fc83ca29e0254add9100a0130765a024,illustrious-worm-879,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,0.01,5,,50,0.0027251309818302600,0.49301871222194400,,,gradient-boosting,,,all-features
2025-03-20 21:28:33,1.6s,0119caafe4db40139f3b6fc241380fd8,worried-hen-13,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,0.01,5,,50,0.0027251309818302600,0.49301871222194400,,,gradient-boosting,,,all-features
2025-03-20 21:31:05,1.8s,8b1b4d3c09a24bdb8f989043b8dd9f0c,tasteful-ant-442,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,0.01,3,,50,0.0031177302644490900,0.4199798413530100,,,gradient-boosting,,,all-features
2025-03-20 21:28:31,1.8s,661ed5fb687148f7a88fe28ad3b9281f,nimble-rat-443,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,0.01,3,,50,0.0031177302644490900,0.4199798413530100,,,gradient-boosting,,,all-features
2025-03-20 21:36:00,27ms,c38d18e8c74f45138693bff2a0113df7,Final Test Evaluation,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FINISHED,,,,,,,0.00021003425308240200,0.9609253878748610,Final Best Model,Test Set,701b2b603b4b4194a4fcacff2a425cea,
2025-03-20 21:35:46,23ms,6febd0f9c8844247a36a4cdcb9575c99,Final Test Evaluation,LOCAL,/opt/homebrew/anaconda3/envs/mlops/lib/python3.10/site-packages/ipykernel_launcher.py,suhholee,FAILED,,,,,,,,,Final Best Model,Test Set,701b2b603b4b4194a4fcacff2a425cea,
