Games,At-bat,Runs,Hits,Double,Triple,HR,RBI,Walk,Strikeouts,stolen base ,Caught stealing,AVG,On-base Plus Slugging
1233.0,4339.0,586.0,1146.0,210.0,30.0,54.0,399.0,267.0,476.0,218.0,87.0,0.264,0.676
1226.0,3951.0,575.0,1134.0,232.0,83.0,119.0,719.0,561.0,514.0,89.0,9.0,0.287,0.858
1252.0,3408.0,477.0,922.0,158.0,35.0,37.0,388.0,355.0,496.0,97.0,43.0,0.271,0.711
1202.0,4147.0,663.0,1220.0,203.0,31.0,30.0,352.0,396.0,548.0,264.0,95.0,0.294,0.738
957.0,3032.0,475.0,824.0,172.0,17.0,110.0,423.0,292.0,596.0,67.0,30.0,0.272,0.787
1470.0,4577.0,430.0,1106.0,202.0,32.0,81.0,524.0,465.0,635.0,15.0,23.0,0.242,0.664
822.0,2795.0,471.0,649.0,111.0,11.0,199.0,445.0,424.0,923.0,22.0,12.0,0.232,0.831
1371.0,5406.0,849.0,1425.0,176.0,89.0,28.0,346.0,477.0,960.0,752.0,177.0,0.264,0.669
923.0,3309.0,364.0,809.0,163.0,4.0,130.0,467.0,221.0,569.0,5.0,1.0,0.244,0.707
960.0,3120.0,351.0,714.0,127.0,11.0,181.0,495.0,273.0,856.0,1.0,2.0,0.229,0.744
959.0,3546.0,413.0,875.0,181.0,14.0,135.0,495.0,210.0,859.0,9.0,14.0,0.247,0.71
864.0,2992.0,399.0,728.0,129.0,22.0,28.0,269.0,295.0,361.0,34.0,29.111971403812824,0.243,0.643
1181.0,3879.0,627.0,1072.0,209.0,32.0,110.0,599.0,853.0,399.0,26.0,20.0,0.276,0.84
1251.0,4519.0,592.0,1240.0,229.0,29.0,82.0,633.0,261.0,328.0,59.0,54.0,0.274,0.71
1755.0,5829.0,733.0,1619.0,267.0,63.0,130.0,745.0,500.0,716.0,79.0,60.0,0.278,0.746
1407.0,5475.0,826.0,1693.0,368.0,95.0,156.0,1067.0,375.0,619.0,142.0,102.0,0.309,0.853
2245.0,8065.0,1179.0,2445.0,511.0,45.0,173.0,1146.0,1075.0,642.0,70.0,48.0,0.303,0.825
1184.0,4589.0,686.0,1171.0,240.0,29.0,187.0,568.0,445.0,1001.0,107.0,34.0,0.255,0.763
854.0,2795.0,401.0,762.0,124.0,48.0,72.0,404.0,289.0,366.0,17.0,13.0,0.273,0.773
1382.0,4992.0,699.0,1257.0,171.0,87.0,37.0,386.0,387.0,885.0,487.0,182.0,0.252,0.649
1003.0,2906.0,350.0,713.0,134.0,7.0,108.0,424.0,404.0,528.0,10.0,16.0,0.245,0.745
1693.0,5851.0,802.0,1643.0,348.0,85.0,29.0,826.0,824.0,405.0,126.0,84.0,0.281,0.756
856.0,2778.0,270.0,666.0,91.0,19.0,40.0,259.0,213.0,338.0,68.0,28.0,0.24,0.621
1782.0,5539.0,765.0,1369.0,237.0,48.0,188.0,826.0,905.0,1025.0,39.0,37.0,0.247,0.763
1015.0,3719.0,510.0,965.0,177.0,13.0,190.0,603.0,370.0,613.0,28.0,11.0,0.259,0.799
1193.0,3144.0,383.0,832.0,150.0,11.0,59.0,396.0,328.0,374.0,142.0,75.0,0.265,0.709
1408.0,3659.0,453.0,969.0,180.0,23.0,80.0,422.0,332.0,589.0,60.0,55.0,0.265,0.721
2831.0,10472.0,1663.0,3020.0,585.0,38.0,569.0,1834.0,1353.0,1348.0,97.0,40.0,0.288,0.886
1463.0,5101.0,826.0,1325.0,195.0,42.0,275.0,850.0,652.0,733.0,21.0,9.0,0.26,0.821
1418.0,4802.0,640.0,1253.0,204.0,12.0,208.0,782.0,816.0,862.0,8.0,7.0,0.261,0.804
1766.0,4692.0,525.0,1093.0,223.0,12.0,96.0,471.0,592.0,736.0,20.0,19.0,0.233,0.666
1583.0,5980.0,735.0,1596.0,237.0,81.0,91.0,502.0,442.0,647.0,47.0,54.0,0.267,0.695
954.0,3032.0,394.0,778.0,150.0,9.0,97.0,361.0,228.0,736.0,78.0,19.0,0.257,0.719
2951.0,9720.0,1189.0,2716.0,499.0,47.0,292.0,1466.0,1255.0,888.0,47.0,33.0,0.279,0.793
889.0,3058.0,361.0,756.0,115.0,6.0,138.0,457.0,298.0,574.0,2.0,5.0,0.247,0.742
921.0,2695.0,359.0,642.0,92.0,12.0,122.0,373.0,373.0,776.0,30.0,29.0,0.238,0.748
1002.0,3519.0,347.0,874.0,160.0,20.0,62.0,451.0,202.0,407.0,19.0,22.0,0.248,0.65
1032.0,3530.0,482.0,899.0,161.0,19.0,101.0,343.0,344.0,1045.0,239.0,66.0,0.255,0.719
1114.0,3460.0,396.0,812.0,187.0,1.0,136.0,480.0,207.0,638.0,2.0,2.0,0.235,0.691
1920.0,6653.0,1105.0,1665.0,285.0,39.0,291.0,964.0,1224.0,1427.0,225.0,101.0,0.25,0.802
836.0,2595.0,442.0,599.0,105.0,9.0,39.0,193.0,546.0,312.0,52.0,45.0,0.231,0.689
1095.0,4091.0,520.0,1159.0,191.0,59.0,19.0,489.0,378.0,24.0,151.0,29.111971403812824,0.283,0.73
1698.0,6481.0,895.0,1776.0,345.0,40.0,223.0,1022.0,602.0,1369.0,72.0,38.0,0.274,0.779
2410.0,9106.0,1289.0,2884.0,476.0,172.0,132.0,1248.0,650.0,559.0,205.0,49.0,0.317,0.817
834.0,3191.0,475.0,870.0,173.0,24.0,165.0,528.0,240.0,742.0,43.0,20.0,0.273,0.824
2154.0,8302.0,1119.0,2388.0,514.0,22.0,189.0,1046.0,891.0,1230.0,66.0,32.0,0.288,0.78
1286.0,4153.0,505.0,951.0,196.0,2.0,196.0,570.0,552.0,1122.0,3.0,3.0,0.229,0.741
954.0,2569.0,388.0,633.0,91.0,29.0,77.0,283.0,341.0,466.0,62.0,29.0,0.246,0.731
1701.0,4907.0,667.0,1335.0,187.0,52.0,32.0,373.0,467.0,661.0,395.0,139.0,0.272,0.689
1666.0,5940.0,836.0,1658.0,222.0,49.0,114.0,563.0,552.0,383.0,43.0,27.0,0.279,0.733
962.0,2840.0,347.0,820.0,152.0,32.0,29.0,388.0,240.0,119.0,30.0,24.0,0.289,0.741
1278.0,4559.0,802.0,1298.0,281.0,43.0,81.0,404.0,640.0,503.0,285.0,72.0,0.285,0.794
1448.0,4244.0,637.0,1111.0,226.0,43.0,62.0,387.0,267.0,844.0,415.0,108.0,0.262,0.69
1947.0,6042.0,776.0,1513.0,282.0,55.0,134.0,620.0,449.0,877.0,171.0,93.0,0.25,0.684
1414.0,5105.0,592.0,1479.0,322.0,5.0,147.0,728.0,500.0,840.0,5.0,3.0,0.29,0.795
1559.0,5195.0,690.0,1485.0,238.0,57.0,103.0,615.0,467.0,706.0,79.0,61.0,0.286,0.763
3080.0,11421.0,1914.0,3384.0,686.0,16.0,703.0,2218.0,1373.0,1404.0,117.0,43.0,0.296,0.918
1108.0,3928.0,609.0,1104.0,188.0,85.0,95.0,525.0,382.0,380.0,49.0,29.111971403812824,0.281,0.797
1200.0,4262.0,600.0,1091.0,222.0,18.0,154.0,709.0,442.0,584.0,75.0,32.0,0.256,0.749
1852.0,5855.0,601.0,1792.0,277.0,27.0,190.0,990.0,430.0,262.0,8.0,29.111971403812824,0.306,0.818
2992.0,10881.0,2062.0,3283.0,523.0,140.0,660.0,1903.0,1464.0,1526.0,338.0,103.0,0.302,0.941
1500.0,4651.0,610.0,1274.0,190.0,30.0,79.0,476.0,349.0,551.0,104.0,76.0,0.274,0.706
1573.0,6148.0,698.0,1722.0,319.0,40.0,138.0,678.0,338.0,1108.0,89.0,52.0,0.28,0.731
1005.0,3482.0,438.0,917.0,147.0,30.0,86.0,421.0,332.0,525.0,86.0,35.0,0.263,0.727
3308.0,11988.0,1816.0,3419.0,646.0,59.0,452.0,1844.0,1845.0,1393.0,168.0,116.0,0.285,0.841
1688.0,5737.0,943.0,1470.0,251.0,73.0,139.0,578.0,699.0,1245.0,274.0,64.0,0.256,0.74
2442.0,7184.0,931.0,1913.0,307.0,33.0,215.0,1044.0,1052.0,877.0,35.0,33.0,0.266,0.768
1728.0,6394.0,1088.0,1908.0,414.0,27.0,292.0,1041.0,863.0,1417.0,66.0,28.0,0.298,0.895
1305.0,4673.0,733.0,1331.0,266.0,51.0,124.0,660.0,510.0,804.0,74.0,47.0,0.285,0.798
1060.0,2929.0,394.0,746.0,118.0,39.0,26.0,235.0,363.0,661.0,122.0,40.0,0.255,0.686
1614.0,6477.0,1063.0,1817.0,311.0,69.0,113.0,587.0,643.0,910.0,314.0,94.0,0.281,0.748
1175.0,4827.0,942.0,1394.0,257.0,67.0,69.0,497.0,526.0,335.0,44.0,20.0,0.289,0.773
915.0,2665.0,248.0,619.0,104.0,14.0,26.0,240.0,171.0,342.0,49.0,30.0,0.232,0.59
1210.0,4578.0,642.0,1262.0,232.0,15.0,134.0,668.0,377.0,955.0,170.0,51.0,0.276,0.757
908.0,3043.0,364.0,793.0,128.0,69.0,20.0,369.0,298.0,174.0,85.0,17.0,0.261,0.704
1389.0,3966.0,446.0,990.0,206.0,15.0,99.0,479.0,332.0,667.0,19.0,19.0,0.25,0.694
1079.0,3993.0,466.0,1081.0,180.0,30.0,29.0,393.0,189.0,251.0,76.0,54.0,0.271,0.658
1004.0,3422.0,481.0,833.0,141.0,25.0,173.0,520.0,383.0,902.0,52.0,31.0,0.243,0.773
1144.0,4316.0,664.0,1055.0,231.0,21.0,192.0,561.0,488.0,973.0,105.0,36.0,0.244,0.766
1206.0,4240.0,568.0,1189.0,220.0,10.0,160.0,683.0,685.0,558.0,7.0,16.0,0.28,0.83
